hrg_code,hrg_name,non_elec_cost
DZ11R,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",5851
DZ11S,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",4012
DZ11T,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",3216
DZ11U,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",2633
DZ11V,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",1811
DZ12C,Bronchiectasis with CC Score 8+,4975
DZ12D,Bronchiectasis with CC Score 5-7,3732
DZ12E,Bronchiectasis with CC Score 2-4,3064
DZ12F,Bronchiectasis with CC Score 0-1,1729
DZ14F,"Pulmonary, Pleural or Other Tuberculosis, with Interventions",7506
DZ14G,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 7+",6583
DZ14H,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",4454
DZ14J,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",3692
DZ15M,Asthma with Interventions,3851
DZ15N,"Asthma without Interventions, with CC Score 9+",3166
DZ15P,"Asthma without Interventions, with CC Score 6-8",2271
DZ15Q,"Asthma without Interventions, with CC Score 3-5",1806
DZ15R,"Asthma without Interventions, with CC Score 0-2",1186
DZ16H,"Pleural Effusion with Multiple Interventions, with CC Score 11+",8671
DZ16J,"Pleural Effusion with Multiple Interventions, with CC Score 6-10",5376
DZ16K,"Pleural Effusion with Multiple Interventions, with CC Score 0-5",3895
DZ16L,"Pleural Effusion with Single Intervention, with CC Score 11+",6113
DZ16M,"Pleural Effusion with Single Intervention, with CC Score 6-10",3882
DZ16N,"Pleural Effusion with Single Intervention, with CC Score 0-5",917
DZ16P,"Pleural Effusion without Interventions, with CC Score 11+",4603
DZ16Q,"Pleural Effusion without Interventions, with CC Score 6-10",2572
DZ16R,"Pleural Effusion without Interventions, with CC Score 0-5",1092
DZ17L,"Respiratory Neoplasms with Multiple Interventions, with CC Score 10+",9779
DZ17M,"Respiratory Neoplasms with Multiple Interventions, with CC Score 6-9",6469
DZ17N,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",4608
DZ17P,"Respiratory Neoplasms with Single Intervention, with CC Score 10+",6897
DZ17Q,"Respiratory Neoplasms with Single Intervention, with CC Score 6-9",5047
DZ17R,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5",3943
DZ17S,"Respiratory Neoplasms without Interventions, with CC Score 13+",5807
DZ17T,"Respiratory Neoplasms without Interventions, with CC Score 8-12",4141
DZ17U,"Respiratory Neoplasms without Interventions, with CC Score 4-7",3087
DZ17V,"Respiratory Neoplasms without Interventions, with CC Score 0-3",1817
DZ18D,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+",5591
DZ18E,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 0-3",2025
DZ18F,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+",2703
DZ18G,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3",438
DZ19H,Other Respiratory Disorders with Multiple Interventions,6461
DZ19J,"Other Respiratory Disorders with Single Intervention, with CC Score 5+",5069
DZ19K,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4",3087
DZ19L,"Other Respiratory Disorders without Interventions, with CC Score 11+",2214
DZ19M,"Other Respiratory Disorders without Interventions, with CC Score 5-10",759
DZ19N,"Other Respiratory Disorders without Interventions, with CC Score 0-4",424
DZ20D,Pulmonary Oedema with Interventions,5513
DZ20E,"Pulmonary Oedema without Interventions, with CC Score 6+",3424
DZ20F,"Pulmonary Oedema without Interventions, with CC Score 0-5",1786
DZ22K,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 9+",6219
DZ22L,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8",3841
DZ22M,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 13+",4506
DZ22N,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",3215
DZ22P,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",2163
DZ22Q,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",766
DZ23H,Bronchopneumonia with Multiple Interventions,7277
DZ23J,"Bronchopneumonia with Single Intervention, with CC Score 11+",6588
DZ23K,"Bronchopneumonia with Single Intervention, with CC Score 0-10",4224
DZ23L,"Bronchopneumonia without Interventions, with CC Score 11+",5165
DZ23M,"Bronchopneumonia without Interventions, with CC Score 6-10",3291
DZ23N,"Bronchopneumonia without Interventions, with CC Score 0-5",2175
DZ24J,"Inhalation, Lung Injury or Foreign Body, with Multiple Interventions, with CC Score 10+",12428
DZ24K,"Inhalation, Lung Injury or Foreign Body, with Multiple Interventions, with CC Score 0-9",7075
DZ24L,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 10+",8438
DZ24M,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9",5306
DZ24N,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+",7010
DZ24P,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13",4722
DZ24Q,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",3732
DZ24R,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5",2934
DZ25G,"Fibrosis or Pneumoconiosis, with Interventions, with CC Score 7+",6701
DZ25H,"Fibrosis or Pneumoconiosis, with Interventions, with CC Score 0-6",3748
DZ25J,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 10+",4660
DZ25K,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 7-9",3326
DZ25L,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 4-6",2970
DZ25M,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 0-3",2061
DZ26G,"Pneumothorax or Intrathoracic Injuries, with Multiple Interventions, with CC Score 6+",6971
DZ26H,"Pneumothorax or Intrathoracic Injuries, with Multiple Interventions, with CC Score 0-5",2782
DZ26J,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 6+",4428
DZ26K,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 3-5",2869
DZ26L,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 0-2",2248
DZ26M,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 6+",3776
DZ26N,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 3-5",2168
DZ26P,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 0-2",1174
DZ27M,"Respiratory Failure with Multiple Interventions, with CC Score 11+",8554
DZ27N,"Respiratory Failure with Multiple Interventions, with CC Score 0-10",4423
DZ27P,"Respiratory Failure with Single Intervention, with CC Score 11+",5855
DZ27Q,"Respiratory Failure with Single Intervention, with CC Score 6-10",3697
DZ27R,"Respiratory Failure with Single Intervention, with CC Score 0-5",3041
DZ27S,"Respiratory Failure without Interventions, with CC Score 11+",4967
DZ27T,"Respiratory Failure without Interventions, with CC Score 6-10",3260
DZ27U,"Respiratory Failure without Interventions, with CC Score 0-5",2065
DZ28A,Pleurisy with CC Score 3+,520
DZ28B,Pleurisy with CC Score 0-2,286
DZ29G,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with Interventions",6484
DZ29H,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 5+",3623
DZ29J,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 2-4",2323
DZ29K,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 0-1",1499
DZ30Z,Chest Physiotherapy,190
DZ31Z,Cardiopulmonary Exercise Testing,334
DZ32Z,Field Exercise Test or Measurement of Fractional Exhaled Nitric Oxide,139
DZ37A,"Non-Invasive Ventilation Support Assessment, 19 years and over",1276
DZ37B,"Non-Invasive Ventilation Support Assessment, 18 years and under",1501
DZ42Z,TB Nurse Support,192
DZ50Z,Respiratory Sleep Study,361
DZ51Z,Complex Tuberculosis,22533
DZ52Z,Full Pulmonary Function Testing,1013
DZ56Z,Carbon Monoxide Transfer Factor Test,175
DZ62A,Very Complex Thoracic Procedures with CC Score 6+,14652
DZ62B,Very Complex Thoracic Procedures with CC Score 3-5,11644
DZ62C,Very Complex Thoracic Procedures with CC Score 0-2,8586
DZ63A,"Major Thoracic Procedures, 19 years and over, with CC Score 6+",10560
DZ63B,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",6145
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",5408
DZ63D,"Major Thoracic Procedures, between 2 and 18 years",6358
DZ63E,"Major Thoracic Procedures, 1 year and under",7423
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",7978
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",4376
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",3774
DZ64D,"Intermediate Thoracic Procedures, between 2 and 18 years",7357
DZ64E,"Intermediate Thoracic Procedures, 1 year and under",5283
DZ65A,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Multiple Interventions, with CC Score 9+",6039
DZ65B,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Multiple Interventions, with CC Score 0-8",3572
DZ65C,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 9+",4914
DZ65D,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 5-8",3333
DZ65E,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 0-4",2782
DZ65F,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 13+",4164
DZ65G,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 9-12",3071
DZ65H,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 5-8",2386
DZ65J,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 0-4",1939
DZ65K,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, Discharged Home",486
DZ66Z,Complex Therapeutic Bronchoscopy,11839
DZ67Z,Major Therapeutic Bronchoscopy,3600
DZ68Z,Therapeutic Bronchoscopy,2059
DZ69A,"Diagnostic Bronchoscopy, 19 years and over",818
DZ69B,"Diagnostic Bronchoscopy, 18 years and under",1371
DZ70Z,Endobronchial Ultrasound Examination of Mediastinum,1008
DZ71Z,Minor Thoracic Procedures,1057
EB02A,Endocarditis with CC Score 10+,13713
EB02B,Endocarditis with CC Score 5-9,8455
EB02C,Endocarditis with CC Score 0-4,7553
EB03A,"Heart Failure or Shock, with CC Score 14+",6075
EB03B,"Heart Failure or Shock, with CC Score 11-13",4146
EB03C,"Heart Failure or Shock, with CC Score 8-10",3411
EB03D,"Heart Failure or Shock, with CC Score 4-7",2799
EB03E,"Heart Failure or Shock, with CC Score 0-3",1706
EB04Z,Hypertension,572
EB05A,Cardiac Arrest with CC Score 9+,3970
EB05B,Cardiac Arrest with CC Score 5-8,1562
EB05C,Cardiac Arrest with CC Score 0-4,1084
EB06A,Cardiac Valve Disorders with CC Score 13+,6993
EB06B,Cardiac Valve Disorders with CC Score 9-12,4639
EB06C,Cardiac Valve Disorders with CC Score 5-8,3646
EB06D,Cardiac Valve Disorders with CC Score 0-4,2267
EB07A,"Arrhythmia or Conduction Disorders, with CC Score 13+",4532
EB07B,"Arrhythmia or Conduction Disorders, with CC Score 10-12",2917
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9",2004
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6",1253
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3",579
EB08A,"Syncope or Collapse, with CC Score 13+",4184
EB08B,"Syncope or Collapse, with CC Score 10-12",2732
EB08C,"Syncope or Collapse, with CC Score 7-9",1790
EB08D,"Syncope or Collapse, with CC Score 4-6",1075
EB08E,"Syncope or Collapse, with CC Score 0-3",476
EB09A,Non-Interventional Congenital Cardiac Conditions with CC Score 3+,3751
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2,1379
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+",5221
EB10B,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",3430
EB10C,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",2854
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",2184
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",1640
EB12A,Unspecified Chest Pain with CC Score 11+,1250
EB12B,Unspecified Chest Pain with CC Score 5-10,517
EB12C,Unspecified Chest Pain with CC Score 0-4,293
EB13A,Angina with CC Score 12+,2286
EB13B,Angina with CC Score 8-11,1243
EB13C,Angina with CC Score 4-7,683
EB13D,Angina with CC Score 0-3,507
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,6175
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,3876
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,2793
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,2128
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,876
EB15A,Primary Pulmonary Hypertension with CC Score 9+,6839
EB15B,Primary Pulmonary Hypertension with CC Score 4-8,3766
EB15C,Primary Pulmonary Hypertension with CC Score 0-3,2796
EC10A,Very Complex Procedures for Congenital Heart Disease with CC Score 15+,32274
EC10B,Very Complex Procedures for Congenital Heart Disease with CC Score 7-14,19528
EC10C,Very Complex Procedures for Congenital Heart Disease with CC Score 0-6,18555
EC11A,Complex Procedures for Congenital Heart Disease with CC Score 15+,26556
EC11B,Complex Procedures for Congenital Heart Disease with CC Score 7-14,18545
EC11C,Complex Procedures for Congenital Heart Disease with CC Score 0-6,16674
EC12A,Very Major Procedures for Congenital Heart Disease with CC Score 9+,17843
EC12B,Very Major Procedures for Congenital Heart Disease with CC Score 4-8,13772
EC12C,Very Major Procedures for Congenital Heart Disease with CC Score 0-3,13167
EC13A,Major Procedures for Congenital Heart Disease with CC Score 9+,14862
EC13B,Major Procedures for Congenital Heart Disease with CC Score 4-8,11488
EC13C,Major Procedures for Congenital Heart Disease with CC Score 0-3,9258
EC14A,Intermediate Procedures for Congenital Heart Disease with CC Score 9+,11055
EC14B,Intermediate Procedures for Congenital Heart Disease with CC Score 4-8,7580
EC14C,Intermediate Procedures for Congenital Heart Disease with CC Score 0-3,4863
EC15A,Minor Procedures for Congenital Heart Disease with CC Score 4+,5505
EC15B,Minor Procedures for Congenital Heart Disease with CC Score 0-3,4581
EC20A,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+,7208
EC20B,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 0-3,3969
EC21Z,Complex Echocardiogram for Congenital Heart Disease,1376
EC22Z,"Electrocardiogram Monitoring or Stress Testing, for Congenital Heart Disease",791
ED11Z,Standard Repair of Descending Thoracic Aorta,13836
ED12A,Complex Repair of Aortic Root with CC Score 7+,22655
ED12B,Complex Repair of Aortic Root with CC Score 0-6,14352
ED13A,Standard Repair of Aortic Root with CC Score 7+,16734
ED13B,Standard Repair of Aortic Root with CC Score 0-6,13946
ED14A,Complex Repair of Ascending Thoracic Aorta with CC Score 7+,20871
ED14B,Complex Repair of Ascending Thoracic Aorta with CC Score 0-6,14113
ED15A,Standard Repair of Ascending Thoracic Aorta with CC Score 7+,13865
ED15B,Standard Repair of Ascending Thoracic Aorta with CC Score 0-6,11686
ED16Z,Hybrid Repair of Descending Thoracic Aorta or Aortic Arch,24799
ED17Z,Very Complex Repair of Descending Thoracic Aorta or Aortic Arch,18839
ED18Z,Complex Repair of Descending Thoracic Aorta or Aortic Arch,16323
ED20A,"Complex, Repair or Replacement, of Multiple Heart Valves, with CC Score 8+",25460
ED20B,"Complex, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7",18697
ED21A,"Standard, Repair or Replacement, of Multiple Heart Valves, with CC Score 8+",21763
ED21B,"Standard, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7",18093
ED22A,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 11+",22246
ED22B,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 6-10",19386
ED22C,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",14923
ED23A,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 11+",19876
ED23B,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 6-10",16533
ED23C,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",14038
ED24A,"Complex, Single Heart Valve Replacement or Repair, with CC Score 11+",21176
